label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
A,0.6479651927947998,0.6271568536758423,-7.851002123970829e-07,0.564061164855957,0.5698467493057251,-0.00900088157504797,0.519416332244873,0.461499959230423,-0.00466077821329236,0.5089750289916992,0.3617502748966217,-0.006419517565518618,0.4976446330547333,0.2867361605167389,-0.003029986983165145,0.568671464920044,0.3849698305130005,0.039098434150218964,0.5445877313613892,0.3339340388774872,0.008766401559114456,0.5503333806991577,0.414274126291275,-0.0068444134667515755,0.5693918466567993,0.43813931941986084,-0.012379518710076809,0.6164262890815735,0.38003793358802795,0.030701464042067528,0.5893440246582031,0.3211996555328369,-0.00256828754208982,0.5867853164672852,0.41725799441337585,-0.006684031803160906,0.6092547178268433,0.4349088966846466,0.0016270560445263982,0.6680805683135986,0.38440603017807007,0.013584376312792301,0.642028272151947,0.3170192837715149,-0.023657245561480522,0.6316816210746765,0.4143848419189453,-0.007627588231116533,0.6503625512123108,0.442626416683197,0.015878448262810707,0.7244448065757751,0.3975217938423157,-0.0054482282139360905,0.6998536586761475,0.33324456214904785,-0.022987348958849907,0.6811888217926025,0.4002470374107361,-0.006323866546154022,0.6914082169532776,0.4328073263168335,0.013137748464941978
A,0.6461284756660461,0.6374200582504272,-7.693906241001969e-07,0.5636845827102661,0.574927031993866,-0.00802562478929758,0.5224000215530396,0.4657364785671234,-0.0035079792141914368,0.5087383985519409,0.37148430943489075,-0.005766346585005522,0.4860993027687073,0.3030186891555786,-0.003599138231948018,0.5732468366622925,0.3914673626422882,0.0419703833758831,0.5486534833908081,0.3409595489501953,0.013095434755086899,0.5541147589683533,0.41830360889434814,-0.0033246681559830904,0.5727282166481018,0.44084540009498596,-0.01014930009841919,0.619874119758606,0.3853721022605896,0.03254837915301323,0.5917004346847534,0.32727962732315063,0.0009520045714452863,0.5897786617279053,0.4201659858226776,-0.004681499674916267,0.6126682758331299,0.437205046415329,0.0017217834247276187,0.6718056201934814,0.3887958824634552,0.014555491507053375,0.6428380012512207,0.32160377502441406,-0.020144512876868248,0.6336796879768372,0.4150335490703583,-0.005362671799957752,0.6524054408073425,0.4413142204284668,0.015972167253494263,0.7284020185470581,0.40179163217544556,-0.0054841493256390095,0.7030784487724304,0.3370111286640167,-0.021710209548473358,0.6848215460777283,0.4019181728363037,-0.005305030848830938,0.6950273513793945,0.4339185059070587,0.013268238864839077
A,0.6491012573242188,0.6308631300926208,-7.532551649092056e-07,0.5640215277671814,0.5642490983009338,-0.00169822305906564,0.5233398675918579,0.4618214964866638,0.004892919212579727,0.5105443000793457,0.3715924918651581,0.0029622181318700314,0.48689019680023193,0.3061251640319824,0.0049092452973127365,0.5756849050521851,0.3918669521808624,0.051519569009542465,0.5510722398757935,0.34040403366088867,0.0232462789863348,0.5547507405281067,0.4129873812198639,0.005360289476811886,0.572312593460083,0.44042983651161194,-0.0016004835488274693,0.6204085350036621,0.38738375902175903,0.03988410905003548,0.5936587452888489,0.32619574666023254,0.009550073184072971,0.5916380286216736,0.41510915756225586,0.0013118224451318383,0.6137984395027161,0.43734094500541687,0.006173047702759504,0.6708973050117493,0.3908214569091797,0.02005756087601185,0.6435285806655884,0.32177937030792236,-0.013018492609262466,0.6349248886108398,0.4118003845214844,-0.0009604559163562953,0.6528199315071106,0.44308847188949585,0.018870949745178223,0.7272562980651855,0.40289074182510376,-0.0011540476698428392,0.7036093473434448,0.3333691954612732,-0.014926506206393242,0.6854125261306763,0.3948043882846832,0.0014495706418529153,0.6949946284294128,0.4294731318950653,0.02000422216951847
A,0.650827169418335,0.6176855564117432,-7.788106586303911e-07,0.566431999206543,0.5581144094467163,-0.0046026259660720825,0.5234814286231995,0.45453572273254395,0.0018490273505449295,0.5115652680397034,0.35946518182754517,0.0006543625495396554,0.49102669954299927,0.2896280288696289,0.003502473933622241,0.5744890570640564,0.3825291097164154,0.047750551253557205,0.5527520179748535,0.326618492603302,0.019593698903918266,0.5561517477035522,0.4010350704193115,0.0028084837831556797,0.5735514760017395,0.42970311641693115,-0.0035525374114513397,0.6212086081504822,0.37809181213378906,0.03738895803689957,0.5968714952468872,0.31284961104393005,0.006843181326985359,0.5926551222801208,0.40492409467697144,-0.00040130765410140157,0.6140921115875244,0.42832326889038086,0.005407318472862244,0.6727035045623779,0.38191044330596924,0.01866288110613823,0.6487249732017517,0.3087897300720215,-0.016427576541900635,0.6365374326705933,0.4029340445995331,-0.0038949830923229456,0.6532553434371948,0.43674224615097046,0.017021970823407173,0.7299799919128418,0.3947068452835083,-0.0015017155092209578,0.7070592045783997,0.3224670886993408,-0.01773032546043396,0.687240719795227,0.3867862820625305,-0.0016721145948395133,0.6958550214767456,0.4241381585597992,0.017222115769982338
A,0.6560561656951904,0.639091968536377,-7.868085845075257e-07,0.5692980289459229,0.5758351683616638,-0.0009839116828516126,0.5276559591293335,0.47244349122047424,0.005875417497009039,0.5152631402015686,0.3813644349575043,0.004530471283942461,0.48723897337913513,0.32529425621032715,0.006824535317718983,0.5787811279296875,0.40217676758766174,0.048591069877147675,0.557273268699646,0.34714826941490173,0.020389413461089134,0.561750054359436,0.42075860500335693,0.0028264771681278944,0.5784160494804382,0.4489777982234955,-0.004417098127305508,0.6242495775222778,0.39641818404197693,0.03607102110981941,0.5989990830421448,0.3309040367603302,0.005100149195641279,0.5971423983573914,0.4237678647041321,-0.002423748606815934,0.6188855767250061,0.4462602734565735,0.003002410987392068,0.6750569939613342,0.399068683385849,0.01570253074169159,0.6496447920799255,0.32792794704437256,-0.017977237701416016,0.6399599313735962,0.42036283016204834,-0.004413321614265442,0.657526433467865,0.45130324363708496,0.01633899100124836,0.7311988472938538,0.4108930826187134,-0.006038283463567495,0.7064464092254639,0.34216251969337463,-0.020454980432987213,0.6883385181427002,0.4061039686203003,-0.003252588678151369,0.698493480682373,0.4406503140926361,0.015713859349489212
A,0.655936598777771,0.640449583530426,-7.952315854709013e-07,0.5648157000541687,0.5750914216041565,0.0007087406702339649,0.5268669724464417,0.4699925184249878,0.010056653991341591,0.5136117935180664,0.3817247152328491,0.011059463955461979,0.48397523164749146,0.32914236187934875,0.016145149245858192,0.5778281688690186,0.40451666712760925,0.05588049441576004,0.558261513710022,0.34889596700668335,0.02975066378712654,0.5622615814208984,0.42359134554862976,0.012223518453538418,0.5785573124885559,0.45416608452796936,0.005111842881888151,0.6235121488571167,0.3995283842086792,0.04444993659853935,0.5999787449836731,0.33313295245170593,0.01599646545946598,0.5969090461730957,0.4279627799987793,0.007334966212511063,0.6171685457229614,0.4542146921157837,0.011856102384626865,0.6743336319923401,0.4029470384120941,0.02521529421210289,0.6495801210403442,0.329302042722702,-0.005495859310030937,0.6394227743148804,0.4258393347263336,0.007237538695335388,0.6569050550460815,0.4625261425971985,0.02700640819966793,0.7301614284515381,0.4149673879146576,0.004694805946201086,0.7056872844696045,0.3507544696331024,-0.007149487268179655,0.6871875524520874,0.4137583076953888,0.009455305524170399,0.6974802613258362,0.44682085514068604,0.02762858010828495
A,0.6574462652206421,0.6465398073196411,-8.125158501570695e-07,0.5674545168876648,0.5796147584915161,0.0007446239469572902,0.528336763381958,0.47735947370529175,0.008323883637785912,0.5168494582176208,0.38911300897598267,0.0071912952698767185,0.4888634979724884,0.3317984640598297,0.009567612782120705,0.5817728042602539,0.4073770046234131,0.05341215059161186,0.5614717602729797,0.3547222316265106,0.025628281757235527,0.5644908547401428,0.4291134178638458,0.006812146864831448,0.580653190612793,0.46007370948791504,-0.0011295174481347203,0.6270356774330139,0.40262797474861145,0.04063001647591591,0.6040180921554565,0.3394618034362793,0.011296840384602547,0.6004239916801453,0.4343547224998474,0.0019998326897621155,0.6209539175033569,0.4599355459213257,0.005853947717696428,0.6773883700370789,0.40600234270095825,0.020111147314310074,0.652184009552002,0.33698615431785583,-0.012096844613552094,0.6422891020774841,0.43321850895881653,0.00028656976064667106,0.6609241962432861,0.46777603030204773,0.019994348287582397,0.7339221835136414,0.4194531738758087,-0.0016228868626058102,0.7078728675842285,0.3536366820335388,-0.014988581649959087,0.6892508864402771,0.41858553886413574,0.002207808895036578,0.7001003623008728,0.45405206084251404,0.021125152707099915
A,0.7185430526733398,0.6391662359237671,-7.962422614582465e-07,0.6218074560165405,0.5674254894256592,-0.0037256451323628426,0.5748661756515503,0.4599284529685974,0.00422062398865819,0.5644732713699341,0.35532867908477783,0.0022110790014266968,0.5535054206848145,0.27294594049453735,0.00454770028591156,0.6412681937217712,0.3923429846763611,0.06111069768667221,0.6204366683959961,0.3147555887699127,0.03235457465052605,0.6252914667129517,0.39231374859809875,0.012248674407601357,0.6430162191390991,0.4423304796218872,0.005408402066677809,0.6922489404678345,0.3873860538005829,0.050896331667900085,0.6703774333000183,0.29650333523750305,0.01896154135465622,0.6696253418922424,0.39875516295433044,0.005777474492788315,0.6908496618270874,0.4468122124671936,0.009196667931973934,0.7489018440246582,0.3907061815261841,0.031824298202991486,0.7318107485771179,0.2926480174064636,-0.0025194683112204075,0.7187415361404419,0.3955240845680237,0.00693840766325593,0.7303019165992737,0.45480218529701233,0.02732965722680092,0.8120092749595642,0.40359070897102356,0.011236505582928658,0.8011521100997925,0.3128592073917389,-0.0023894882760941982,0.775235652923584,0.37583744525909424,0.013349616900086403,0.7727706432342529,0.4288812577724457,0.03260388597846031
A,0.717655599117279,0.6566346883773804,-8.010836722860404e-07,0.6224015951156616,0.5783169269561768,-0.0008656825521029532,0.5782449841499329,0.470124751329422,0.008541624061763287,0.5680696368217468,0.36843612790107727,0.007569269742816687,0.5536384582519531,0.28829917311668396,0.011202351190149784,0.6451248526573181,0.40351903438568115,0.06661439687013626,0.6224281787872314,0.3297756314277649,0.03864208236336708,0.6263712048530579,0.4082895517349243,0.018166063353419304,0.6448503732681274,0.4563252627849579,0.01110440120100975,0.6935895681381226,0.39999711513519287,0.055654510855674744,0.6711488366127014,0.31273388862609863,0.024377163499593735,0.6683983206748962,0.41528624296188354,0.01047178078442812,0.6892221570014954,0.46044328808784485,0.013352511450648308,0.7478619813919067,0.40484756231307983,0.03594759851694107,0.7301034927368164,0.3122122585773468,0.0028818645514547825,0.7161564230918884,0.4145081043243408,0.012163881212472916,0.728831946849823,0.4703051447868347,0.03214386850595474,0.8091100454330444,0.41954323649406433,0.014853132888674736,0.7991562485694885,0.33142343163490295,0.0032396784517914057,0.772219181060791,0.39506494998931885,0.01994439959526062,0.7700368762016296,0.44707638025283813,0.039704494178295135
A,0.7188975214958191,0.6542718410491943,-8.040927355068561e-07,0.6229871511459351,0.5788385272026062,-0.0028315463569015265,0.5782009959220886,0.46935221552848816,0.004762942902743816,0.5682166814804077,0.36780163645744324,0.0023429403081536293,0.5542666912078857,0.28693291544914246,0.004416579380631447,0.6439924240112305,0.39989060163497925,0.060595303773880005,0.6207595467567444,0.32923799753189087,0.029874952509999275,0.6257320642471313,0.40857815742492676,0.007897695526480675,0.6452168226242065,0.45629674196243286,-0.00011912190529983491,0.6924340724945068,0.3970418870449066,0.049438994377851486,0.6702972650527954,0.3129246234893799,0.016191216185688972,0.6682262420654297,0.4162048101425171,0.002670160261914134,0.6895800828933716,0.46087273955345154,0.005713490769267082,0.7471997141838074,0.4026280641555786,0.029467983171343803,0.7294177412986755,0.31173327565193176,-0.005284634884446859,0.7162701487541199,0.41504839062690735,0.005156320054084063,0.7298105955123901,0.4701591730117798,0.025811942294239998,0.8086463212966919,0.41862133145332336,0.00785832665860653,0.7983379364013672,0.33219510316848755,-0.005868988577276468,0.7722935676574707,0.39676710963249207,0.011069157160818577,0.7715026140213013,0.44812458753585815,0.031182218343019485
